name,smiles,CL_measured,Vd_measured,source
Levonorgestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1.8,1.5,master_original
Levorphanol,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,15.7,11.5,lombardo_2018
Levosimendan,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,3.8,0.24,master_original
Licarbazepine,NC(=O)N1c2ccccc2CC(O)c2ccccc21,0.88,0.72,lombardo_2018
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.0,1.8,master_original
Lincomycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,2.1,1.15,master_original
Lipoic acid,O=C(O)CCCC[C@@H]1CCSS1,11.5,0.1,master_original
"Lipoic acid, S(-)-α",O=C(O)CCCC[C@H]1CCSS1,13.4,0.11,lombardo_2018
Lisdexamfetamine,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,17.0,0.6,lombardo_2018
Lisinopril Anhydrous,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0.9,0.89,master_original
Lisuride,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,13.3,1.73,lombardo_2018
Lithium Carbonate,O=C([O-])[O-],1.3,0.62,master_original
Lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@@H](C)C3)c(F)c21,3.98,2.04,lombardo_2018
Lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,1.02,1.4,master_original
Lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,4.0,1.566666667,master_original
Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,7.975,12.91333333,master_original
Losmapimod,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,3.77,1.67,lombardo_2018
Lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.025,0.87,master_original
Lovastatin (acid),CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,7.2,0.87,lombardo_2018
Loxiglumide,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,1.0,0.24,lombardo_2018
Lubeluzole,CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1,1.7,2.6,master_original
Lurbinectedin,COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,2.76,7.3,lombardo_2018
Lurtotecan,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,25.07,4.77,lombardo_2018
ME-344,Cc1c(O)ccc2c1OC[C@@H](c1ccc(O)cc1)[C@H]2c1ccc(O)cc1,8.42,1.2,lombardo_2018
MEN-10755,C[C@@H]1O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]3C[C@](O)(C(=O)CO)Cc4c(O)c5c(c(O)c43)C(=O)c3ccccc3C5=O)C[C@@H]2O)C[C@H](N)[C@@H]1O,2.5,2.4,master_original
MEN-10755,C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O[C@H]3C[C@](O)(C(=O)CO)Cc4c(O)c5c(c(O)c43)C(=O)c3ccccc3C5=O)C[C@@H]2O)C[C@H](N)[C@@H]1O,2.5,2.4,master_original
Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1.2,0.24,master_original
Maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,14.0,45.0,lombardo_2018
Maraviroc,Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,9.4,2.3,master_original
Maraviroc,Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,9.4,2.3,lombardo_2018
Maxipost,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,15.0,10.0,master_original
Mazapertine,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,6.17,1.54,master_original
Mci-186,CC1=NN(c2ccccc2)C(=O)C1,1.42,0.23,master_original
Mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,15.0,1.2,master_original
Medifoxamine,CN(C)CC(Oc1ccccc1)Oc1ccccc1,13.7,2.8,lombardo_2018
Medroxalol,CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1,16.0,7.9,master_original
Melagatran,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,1.9,0.23,master_original
Melphalan,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,7.0,0.48,master_original
Meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,4.9,2.3,master_original
Mepindolol,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,5.83,2.17,lombardo_2018
Mepivacaine,Cc1cccc(C)c1NC(=O)C1CCCCN1C,6.8,0.95,master_original
Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,0.6,0.7,master_original
Meptazinol,CCC1(c2cccc(O)c2)CCCCN(C)C1,28.0,3.3,master_original
Meropenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,3.9,0.3,master_original
Mesalamine,Nc1ccc(O)c(C(=O)O)c1,9.3,0.33,master_original
Mesna,O=S(=O)(O)CCS,20.5,0.65,lombardo_2018
Metadoxine,Cc1ncc(CO)c(CO)c1O.O=C[C@@H]1CCC(=O)N1,7.9,0.66,lombardo_2018
Metaproterenol,CC(C)NCC(O)c1cc(O)cc(O)c1,14.07,6.03,lombardo_2018
Metazosin,COc1cc2nc(N3CCN(C(=O)C(C)OC)CC3)nc(N)c2cc1OC,0.53,0.44,master_original
Metazosin,COc1cc2nc(N3CCN(C(=O)[C@H](C)OC)CC3)nc(N)c2cc1OC,0.53,0.44,lombardo_2018
Metergoline,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,9.6,0.57,lombardo_2018
Methamphetamine,CN[C@@H](C)Cc1ccccc1,4.4,4.3,master_original
Methapyrilene,CN(C)CCN(Cc1cccs1)c1ccccn1,28.0,3.3,master_original
Methicillin,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,6.6,0.32,master_original
Methohexital,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,12.0,1.1,master_original
Methyldopa,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,2.975,0.69,master_original
Methylnaltrexone,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,22.0,2.6,master_original
"Methylnortestosterone, 7α-, 19-",C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,20.0,0.8,lombardo_2018
Methylprednisolone,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,6.1,1.2,master_original
"Methylthiomethylpaclitaxel, 7-",CSCO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]12C)C3(C)C,6.4,11.0,lombardo_2018
Metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,5.7,3.2,master_original
Metocurine Iodide,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,1.2,0.4,master_original
Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1.125,1.603333333,master_original
Mezlocillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,2.1,0.09,master_original
Mianserin,CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1,21.9,13.75,lombardo_2018
Micafungin,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)C([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)no2)cc1,0.17,0.21,lombardo_2018
Micronomicin,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1,1.1,0.15,lombardo_2018
Midodrine,COc1ccc(OC)c([C@H](O)CNC(=O)CN)c1,27.9,0.67,lombardo_2018
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](C=O)NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,48.7,5.8,lombardo_2018
Mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0.33,0.3,master_original
Mildronate,C[N+](C)(C)NCCC(=O)[O-],2.8,0.7,lombardo_2018
Milnacipran,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,8.17,4.51,lombardo_2018
Milrinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,4.95,0.25,master_original
Minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1.166666667,1.6,master_original
Minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],11.5,3.0,master_original
Mipomersen,COCCO[C@@H]1[C@H](SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2O)[C@@H](COP(=O)([O-])S[C@H]2[C@@H](OCCOC)[C@H](n3cc(C)c(N)nc3=O)O[C@@H]2COP(=O)([O-])S[C@H]2[C@@H](OCCOC)[C@H](n3cnc4c(=O)[nH]c(N)nc43)O[C@@H]2CO)O[C@H]1n1cc(C)c(N)nc1=O,0.67,0.1,lombardo_2018
Mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,13.6,23.8,master_original
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,7.9,12.0,master_original
Mivacurium,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,5.2,0.27,master_original
Mivacurium (cis/cis),COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,5.2,0.27,lombardo_2018
Mizolastine,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,1.03,0.38,lombardo_2018
Moclobemide,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,10.0,1.1,master_original
Mometasone Furoate,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,12.7,2.2,lombardo_2018
Montelukast,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,0.685,0.15,master_original
Morinidazole,Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1,1.6,0.75,lombardo_2018
Morphine Glucuronide,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,2.2,0.12,master_original
Moxalactam Disodium,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,1.2,0.27,master_original
Moxestrol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3[C@@H](OC)C[C@@]21C,0.34,0.24,master_original
Moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,2.4,1.4,master_original
Mycophenolic Acid,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,2.33,0.05428571428571428,master_original
NBI-1,C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,5.31,1.83,lombardo_2018
NBI-2,CN(C)CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1,2.33,1.11,lombardo_2018
NBI-3,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,3.4,1.86,lombardo_2018
NBI-4,C[C@@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,10.4,5.73,lombardo_2018
NK 611,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3N(C)C)C3COC(=O)C23)OCO4)cc(OC)c1O,0.4,0.3,lombardo_2018
Nadolol,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,2.9,1.9,lombardo_2018
Nafamostat,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,81.96,5.71,lombardo_2018
Nafarelin,CC(C)C[C@@H](NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.72,0.14,lombardo_2018
Nafcillin,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,3.3,0.22,master_original
Nalmefene,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,15.0,8.2,master_original
Naloxone,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,23.66666667,3.0,master_original
Naphtidrofuryl oxalate,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,10.8,0.98,lombardo_2018
Naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0.07,0.125,master_original
Naratriptan,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,6.6,2.4,lombardo_2018
Nateglinide,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,1.8,0.15,master_original
Nateglinide,CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,1.775,0.15,master_original
Nebivolol,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,14.0,11.0,lombardo_2018
Nedaplatin,[NH2][Pt]1[O]CC(=O)[O]1,4.05,0.67,lombardo_2018
Nedocromil,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,10.2,0.43,lombardo_2018
Nemonoxacin,COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,3.785714286,3.842857143,master_original
Nemorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCO[C@H](OC)C2)[C@H](O)[C@H](C)O1,15.32,49.0,lombardo_2018
Neostigmine Bromide,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,7.4,0.74,master_original
Nesiritide,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CO)C(C)C)CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)C(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O,9.2,0.19,lombardo_2018
Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,0.55,0.07,master_original
Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](OC2OC(CN)=CCC2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,0.55,0.07,master_original
Netupitant,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.83,5.54,master_original
Nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,0.3,1.3,master_original
Nicainoprol,CC(C)NC[C@@H](O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2,3.6,0.67,lombardo_2018
Nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,11.0,1.0,master_original
Nicorandil,O=C(NCCO[N+](=O)[O-])c1cccnc1,8.9,1.4,master_original
Nicotine,CN1CCC[C@H]1c1cccnc1,18.0,2.6,master_original
Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],7.3,0.79,master_original
Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,15.0,1.1,master_original
Nintedanib,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,19.9,15.0,master_original
Nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0.87,1.7,master_original
Nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,22.9,6.1,master_original
Nocloprost,CCCCC(C)(C)[C@@H](O)/C=C\[C@@H]1[C@H](C/C=C/CCCC(=O)O)[C@@H](Cl)C[C@@H]1O,13.2,0.16,lombardo_2018
Nomifensine,CN1Cc2c(N)cccc2C(c2ccccc2)C1,18.875,6.0,master_original
Nortilidine,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1NC,9.9,2.5,lombardo_2018
Nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,9.95,21.03333333,master_original
Noscapine,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,16.88,2.3,lombardo_2018
OGT719,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1F,1.38,0.33,lombardo_2018
ONO-4232,O=C(O)CCCSCCN1C(=O)CC[C@@H]1/C=C/[C@@H](O)Cc1ccc(F)cc1,15.79,0.48,lombardo_2018
Odanacatib,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,0.19,1.63,lombardo_2018
Olcegepant,NCCCC[C@H](NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1,2.6,0.31,master_original
Oleandomycin,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,9.1,0.77,master_original
Oleandomycin,CO[C@H]1C[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@H]3O[C@@H](C)C[C@@H](N(C)C)[C@H]3O)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,9.1,0.77,lombardo_2018
Oleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,9.1,0.77,master_original
Oliceridine,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,6.89,0.78,lombardo_2018
Olodaterol,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,12.45,15.85,lombardo_2018
Olprinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,11.0,0.64,lombardo_2018
Omadacycline,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,2.34,2.7,lombardo_2018
Ombitasvir,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,1.68,2.32,lombardo_2018
Ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,5.7,1.8,master_original
Org 28611,COc1cccc2c(C(=O)N3CCN(C)C(C)C3)cn(CC3CCCCC3)c12,3.0,1.0,lombardo_2018
Oritavancin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0.07,0.3,lombardo_2018
Ornidazole,Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl,1.08,1.16,lombardo_2018
Ortataxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,8.12,13.83,lombardo_2018
Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,4.8,0.37,master_original
Otamixaban,[H]/N=C(\N)c1cccc(C[C@@H](C(=O)OC)[C@@H](C)NC(=O)c2ccc(-c3cc[n+]([O-])cc3)cc2)c1,7.38,0.89,lombardo_2018
